car_name,speed,safe_distance,reaction_time,time
AggressiveCar6,0.0,0.95,0.39,0.4
AggressiveCar1,6.71,29.98,0.74,16.4
AggressiveCar2,4.85,21.7,0.65,16.4
AggressiveCar3,5.15,17.26,0.71,9.3
AggressiveCar4,4.9,16.43,0.42,9.3
AggressiveCar5,0.0,1.14,0.45,0.5
AggressiveCar6,0.0,0.95,0.39,0.5
AggressiveCar1,3.37,15.07,0.39,16.5
AggressiveCar2,4.14,18.51,0.37,16.5
AggressiveCar3,4.87,16.53,0.72,9.4
AggressiveCar4,4.22,14.35,0.62,9.4
AggressiveCar5,0.0,1.14,0.45,0.6
AggressiveCar6,0.0,0.95,0.39,0.6
AggressiveCar1,6.81,30.44,0.73,16.6
AggressiveCar2,4.52,20.2,0.34,16.6
AggressiveCar3,6.71,23.1,0.66,9.5
AggressiveCar4,4.47,15.37,0.41,9.5
AggressiveCar5,0.0,1.14,0.45,0.7
AggressiveCar6,0.0,0.95,0.39,0.7
AggressiveCar1,5.74,25.66,0.58,16.7
AggressiveCar2,3.28,14.68,0.36,16.7
AggressiveCar3,4.24,14.79,0.55,9.6
AggressiveCar4,4.28,14.93,0.5,9.6
AggressiveCar5,0.0,1.14,0.45,0.8
AggressiveCar6,0.0,0.95,0.39,0.8
AggressiveCar1,3.96,17.68,0.48,16.8
AggressiveCar2,5.18,23.14,0.73,16.8
AggressiveCar3,5.55,19.59,0.61,9.7
AggressiveCar4,3.72,13.15,0.59,9.7
AggressiveCar5,0.0,1.14,0.45,0.9
